iteration,epoch,train_loss,val_psnr,val_ssim,timestamp
200,1,0.1181744784116745,,,2025-10-15T21:27:22.132816
400,1,0.10885222256183624,,,2025-10-15T21:29:24.931451
600,1,0.10993774980306625,,,2025-10-15T21:31:27.789083
800,2,0.07660257816314697,,,2025-10-15T21:33:30.813876
1000,2,0.07595951110124588,,,2025-10-15T21:35:33.681641
1200,2,0.07522566616535187,,,2025-10-15T21:37:36.546691
1400,2,0.06207548826932907,,,2025-10-15T21:39:39.405049
1600,3,0.06774558871984482,,,2025-10-15T21:41:42.342128
1800,3,0.1258518397808075,,,2025-10-15T21:43:45.255459
2000,3,0.06254220008850098,,,2025-10-15T21:45:48.013011
2200,4,0.6803407669067383,,,2025-10-15T21:47:53.339326
2400,4,0.07078975439071655,,,2025-10-15T21:49:56.010294
2600,4,0.07722488790750504,,,2025-10-15T21:51:58.703756
2800,4,0.06672470271587372,,,2025-10-15T21:54:01.550193
3000,5,0.06423120200634003,,,2025-10-15T21:56:04.557387
3200,5,0.045535795390605927,,,2025-10-15T21:58:07.361786
3400,5,0.10433828830718994,,,2025-10-15T22:00:10.240884
3600,6,0.06518968939781189,,,2025-10-15T22:02:13.271011
3800,6,0.10571648180484772,,,2025-10-15T22:04:16.121001
4000,6,0.03728337213397026,,,2025-10-15T22:06:18.942910
4200,6,0.1252872794866562,,,2025-10-15T22:08:23.727049
4400,7,0.04796646162867546,,,2025-10-15T22:10:26.799305
4600,7,0.04215123504400253,,,2025-10-15T22:12:29.682617
4800,7,0.03709182143211365,,,2025-10-15T22:14:32.363881
5000,8,0.03634100407361984,10.13523022234377,0.26182609946985175,2025-10-15T22:16:35.337459
5200,8,0.04076483100652695,,,2025-10-15T22:18:43.531859
5400,8,0.16289596259593964,,,2025-10-15T22:20:46.213016
5600,8,0.034224241971969604,,,2025-10-15T22:22:48.927877
5800,9,0.20383429527282715,,,2025-10-15T22:24:51.998695
6000,9,0.029584309086203575,,,2025-10-15T22:26:54.792700
6200,9,0.025156978517770767,,,2025-10-15T22:28:59.716135
6400,9,0.6781138181686401,,,2025-10-15T22:31:02.401682
6600,10,0.031902432441711426,,,2025-10-15T22:33:05.600144
6800,10,0.05169820040464401,,,2025-10-15T22:35:08.403730
7000,10,0.21790575981140137,,,2025-10-15T22:37:10.981763
7200,11,0.03693433105945587,,,2025-10-15T22:39:13.842316
7400,11,0.02979014813899994,,,2025-10-15T22:41:16.450764
7600,11,0.030319467186927795,,,2025-10-15T22:43:19.136302
7800,11,0.029271116480231285,,,2025-10-15T22:45:21.857010
8000,12,0.03444080054759979,,,2025-10-15T22:47:25.001231
8200,12,0.08227106928825378,,,2025-10-15T22:49:30.372534
8400,12,0.025751715525984764,,,2025-10-15T22:51:33.090071
8600,13,0.029803313314914703,,,2025-10-15T22:53:36.177186
8800,13,0.09795107692480087,,,2025-10-15T22:55:38.986921
9000,13,0.02995327115058899,,,2025-10-15T22:57:41.639185
9200,13,0.06573958694934845,,,2025-10-15T22:59:44.328513
9400,14,0.027401473373174667,,,2025-10-15T23:01:47.406230
9600,14,0.0305053498595953,,,2025-10-15T23:03:50.108895
9800,14,0.027411622926592827,,,2025-10-15T23:05:52.777337
10000,15,0.020480304956436157,12.718375812899687,0.6407157705887548,2025-10-15T23:07:55.735299
10200,15,0.02685960754752159,,,2025-10-15T23:10:05.896828
10400,15,0.023692693561315536,,,2025-10-15T23:12:08.677695
10600,15,0.10262035578489304,,,2025-10-15T23:14:11.271890
10800,16,0.05075884610414505,,,2025-10-15T23:16:14.273325
11000,16,0.02975679561495781,,,2025-10-15T23:18:17.033136
11200,16,0.09382055699825287,,,2025-10-15T23:20:19.766638
11400,17,0.14610835909843445,,,2025-10-15T23:22:22.670162
11600,17,0.07816262543201447,,,2025-10-15T23:24:25.414665
11800,17,0.03216298297047615,,,2025-10-15T23:26:28.100645
12000,17,0.08884932100772858,,,2025-10-15T23:28:30.756087
12200,18,0.02328987419605255,,,2025-10-15T23:30:39.632371
12400,18,0.5991201996803284,,,2025-10-15T23:32:42.237618
12600,18,0.053604789078235626,,,2025-10-15T23:34:44.920915
12800,18,0.03512273728847504,,,2025-10-15T23:36:47.570938
13000,19,0.0650075152516365,,,2025-10-15T23:38:50.649030
13200,19,0.024942688643932343,,,2025-10-15T23:40:53.428092
13400,19,0.022856440395116806,,,2025-10-15T23:42:56.129726
13600,20,0.04371436685323715,,,2025-10-15T23:44:59.221396
13800,20,0.020491784438490868,,,2025-10-15T23:47:02.128098
14000,20,0.06015460938215256,,,2025-10-15T23:49:04.873125
14200,20,0.026224609464406967,,,2025-10-15T23:51:10.460612
14400,21,0.02613026462495327,,,2025-10-15T23:53:13.210051
14600,21,0.02066262625157833,,,2025-10-15T23:55:15.934661
14800,21,0.018107250332832336,,,2025-10-15T23:57:18.508393
15000,22,0.015016044490039349,12.427904811962925,0.6146637646210072,2025-10-15T23:59:21.418591
15200,22,0.09455637633800507,,,2025-10-16T00:01:29.377153
15400,22,0.11687415093183517,,,2025-10-16T00:03:31.973153
15600,22,0.04692580923438072,,,2025-10-16T00:05:34.645120
15800,23,0.11820428818464279,,,2025-10-16T00:07:37.541110
16000,23,0.02694406732916832,,,2025-10-16T00:09:40.112770
16200,23,0.22036027908325195,,,2025-10-16T00:11:45.292460
16400,24,0.018119998276233673,,,2025-10-16T00:13:48.093280
16600,24,0.015707340091466904,,,2025-10-16T00:15:50.633995
16800,24,0.04393991827964783,,,2025-10-16T00:17:53.088926
17000,24,0.0656944140791893,,,2025-10-16T00:19:55.774383
17200,25,0.054253607988357544,,,2025-10-16T00:21:58.929799
17400,25,0.058653466403484344,,,2025-10-16T00:24:01.710639
17600,25,0.048570841550827026,,,2025-10-16T00:26:04.248204
17800,25,0.15381965041160583,,,2025-10-16T00:28:06.861582
18000,26,0.02033991366624832,,,2025-10-16T00:30:09.884013
18200,26,0.021187659353017807,,,2025-10-16T00:32:14.817100
18400,26,0.1756952852010727,,,2025-10-16T00:34:17.570171
18600,27,0.02312927320599556,,,2025-10-16T00:36:20.405280
18800,27,0.029652167111635208,,,2025-10-16T00:38:23.081673
19000,27,0.22111889719963074,,,2025-10-16T00:40:25.755952
19200,27,0.03173738345503807,,,2025-10-16T00:42:28.314943
19400,28,0.03141091763973236,,,2025-10-16T00:44:31.412404
19600,28,0.05669969320297241,,,2025-10-16T00:46:34.034135
19800,28,0.02311035804450512,,,2025-10-16T00:48:36.640614
20000,29,0.027501631528139114,11.12166094551141,0.5737545129739532,2025-10-16T00:50:39.512816
20200,29,0.016506707295775414,,,2025-10-16T00:52:49.335689
20400,29,0.03307332843542099,,,2025-10-16T00:54:52.016803
20600,29,0.04390200972557068,,,2025-10-16T00:56:54.535864
20800,30,0.03927326202392578,,,2025-10-16T00:58:57.349496
21000,30,0.021937746554613113,,,2025-10-16T01:01:00.015049
21200,30,0.20913740992546082,,,2025-10-16T01:03:02.825108
21400,31,0.11014018952846527,,,2025-10-16T01:05:05.726257
21600,31,0.016316501423716545,,,2025-10-16T01:07:08.280907
21800,31,0.08763229846954346,,,2025-10-16T01:09:10.936076
22000,31,0.10084585845470428,,,2025-10-16T01:11:13.586256
22200,32,0.08533426374197006,,,2025-10-16T01:13:18.937064
22400,32,0.01632007025182247,,,2025-10-16T01:15:21.506624
22600,32,0.023515712469816208,,,2025-10-16T01:17:24.275397
22800,33,0.035198599100112915,,,2025-10-16T01:19:27.410452
23000,33,0.4068085551261902,,,2025-10-16T01:21:30.243893
23200,33,0.05211489647626877,,,2025-10-16T01:23:32.975941
23400,33,0.019874924793839455,,,2025-10-16T01:25:35.819121
23600,34,0.014610439538955688,,,2025-10-16T01:27:39.015874
23800,34,0.11947609484195709,,,2025-10-16T01:29:41.818589
24000,34,0.06592270731925964,,,2025-10-16T01:31:44.578494
24200,34,0.10898851603269577,,,2025-10-16T01:33:55.327929
24400,35,0.07712636888027191,,,2025-10-16T01:35:58.279921
24600,35,0.046751003712415695,,,2025-10-16T01:38:00.691736
24800,35,0.01783454790711403,,,2025-10-16T01:40:03.139976
25000,36,0.10631408542394638,11.361010756800043,0.6418059676970372,2025-10-16T01:42:06.177375
25200,36,0.046059396117925644,,,2025-10-16T01:44:13.743013
25400,36,0.02973262593150139,,,2025-10-16T01:46:16.116671
25600,36,0.019384171813726425,,,2025-10-16T01:48:18.551943
25800,37,0.06175310164690018,,,2025-10-16T01:50:21.301012
26000,37,0.019616328179836273,,,2025-10-16T01:52:23.793739
26200,37,0.04639893397688866,,,2025-10-16T01:54:28.784687
26400,38,0.07373226433992386,,,2025-10-16T01:56:31.824665
26600,38,0.013816110789775848,,,2025-10-16T01:58:34.255163
26800,38,0.060199253261089325,,,2025-10-16T02:00:36.861614
27000,38,0.025124888867139816,,,2025-10-16T02:02:39.272716
27200,39,0.01435669045895338,,,2025-10-16T02:04:42.042097
27400,39,0.030202876776456833,,,2025-10-16T02:06:44.599143
27600,39,0.018638882786035538,,,2025-10-16T02:08:47.102205
27800,40,0.04810674488544464,,,2025-10-16T02:10:49.957115
28000,40,0.024567648768424988,,,2025-10-16T02:12:52.345278
28200,40,0.02456960640847683,,,2025-10-16T02:14:57.135822
28400,40,0.05197539180517197,,,2025-10-16T02:16:59.674277
28600,41,0.014261370524764061,,,2025-10-16T02:19:02.603204
28800,41,0.14607146382331848,,,2025-10-16T02:21:05.166263
29000,41,0.03952866047620773,,,2025-10-16T02:23:07.675649
29200,42,0.020133648067712784,,,2025-10-16T02:25:10.426974
29400,42,0.014890733174979687,,,2025-10-16T02:27:12.835689
29600,42,0.07123347371816635,,,2025-10-16T02:29:15.448529
28200,41,0.18311643600463867,,,2025-10-16T16:40:12.303658
28400,41,0.046332668513059616,,,2025-10-16T16:42:16.777792
